filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
blues.00000.wav,0.34994322061538696,0.13022463023662567,1784.4204464946633,2002.6501916232635,3806.4853160373937,0.08306639113293343,-113.59674835205078,121.55729675292969,-19.158824920654297,42.35103225708008,-6.376458168029785,18.61887550354004,-13.697912216186523,15.34463119506836,-12.285266876220703,10.98049259185791,-8.324323654174805,8.8106689453125,-3.6673686504364014,5.75169038772583,-5.162762641906738,0.7509481310844421,-1.691937804222107,-0.40995272994041443,-2.300208806991577,1.2199290990829468,blues
blues.00001.wav,0.34098321199417114,0.09591842442750931,1529.8353159300755,2038.6175789692213,3548.8202074363876,0.056044256724071206,-207.55679321289062,124.00672149658203,8.930560111999512,35.87468719482422,2.91603684425354,21.523725509643555,-8.554702758789062,23.358673095703125,-10.103616714477539,11.903743743896484,-5.56038761138916,5.376802444458008,-2.239119529724121,4.216962814331055,-6.01227331161499,0.9361097812652588,-0.7165371775627136,0.2938757836818695,-0.28743088245391846,0.5315735340118408,blues
blues.00002.wav,0.3636028468608856,0.17557303607463837,1552.4819582458863,1747.1659849613065,3040.514947755418,0.07630074799245357,-90.75438690185547,140.4599151611328,-29.109968185424805,31.68901252746582,-13.987035751342773,25.754758834838867,-13.64958667755127,11.629270553588867,-11.78058910369873,9.706442832946777,-13.1231107711792,5.789265155792236,-8.905223846435547,-1.0837204456329346,-9.21835994720459,2.4558064937591553,-7.726901054382324,-1.815723180770874,-3.433434247970581,-2.226820945739746,blues
blues.00003.wav,0.40477898716926575,0.14119118452072144,1070.1199533246056,1596.333947762686,2185.028454098539,0.03330894446594427,-199.43115234375,150.09921264648438,5.647593021392822,26.87192726135254,1.754461407661438,14.2383451461792,-4.830882549285889,9.297966003417969,-0.7577416300773621,8.149012565612793,-3.1963140964508057,6.087676048278809,-2.4764208793640137,-1.0738904476165771,-2.8747777938842773,0.7809774875640869,-3.316932439804077,0.6379813551902771,-0.6196900010108948,-3.4082326889038086,blues
blues.00004.wav,0.3085901141166687,0.09156321734189987,1835.4946028033319,1748.3624480992835,3580.945013182082,0.1015001421004257,-160.2660369873047,126.19880676269531,-35.60544967651367,22.153301239013672,-32.48926544189453,10.864513397216797,-23.357929229736328,0.5031181573867798,-11.805832862854004,1.2068060636520386,-13.083821296691895,-2.8063840866088867,-6.9341230392456055,-7.558618068695068,-9.173553466796875,-4.51216459274292,-5.453538417816162,-0.9241611957550049,-4.409332752227783,-11.703781127929688,blues
blues.00005.wav,0.30234643816947937,0.10346758365631104,1831.9423675966689,1729.483241126701,3480.9372845818016,0.09403986975135449,-177.86904907226562,118.19690704345703,-17.550674438476562,30.758634567260742,-21.742746353149414,11.903802871704102,-20.7342472076416,3.1805975437164307,-8.583483695983887,-0.9364866614341736,-11.776272773742676,-2.420614242553711,-9.339365005493164,-9.939324378967285,-3.9098916053771973,-5.570623874664307,-1.8390231132507324,-2.778420925140381,-3.046865940093994,-8.115808486938477,blues
blues.00006.wav,0.2913080155849457,0.141795814037323,1459.0784827344287,1388.9133116502305,2795.6164286232583,0.07302790308146284,-190.14947509765625,130.2969512939453,-36.34413528442383,33.0130500793457,11.106935501098633,-0.6151584386825562,-20.862009048461914,0.27009105682373047,-6.489759922027588,-5.517093181610107,-7.840327262878418,-3.1256790161132812,-6.593118190765381,-9.942267417907715,-6.537224292755127,-10.064753532409668,-10.912171363830566,-6.972477912902832,-3.449033498764038,-6.495510101318359,blues
blues.00007.wav,0.30792105197906494,0.13178548216819763,1451.7541466600387,1577.3699166309077,2955.348796076819,0.06143500266060371,-179.3954315185547,136.45924377441406,-26.656362533569336,39.98802947998047,5.289677143096924,10.92442798614502,-20.5618896484375,8.513765335083008,-11.356908798217773,-3.4690756797790527,-8.41455364227295,-6.954826354980469,-3.5445363521575928,-8.051241874694824,-8.959537506103516,-8.424336433410645,-10.558883666992188,-10.788158416748047,-4.693748474121094,-8.638612747192383,blues
blues.00008.wav,0.40903714299201965,0.1424380987882614,1719.2131626636947,2031.6438835817446,3781.318801549197,0.06402757957623839,-121.36102294921875,122.51310729980469,-14.742130279541016,46.1434440612793,-8.165332794189453,20.176525115966797,-19.172475814819336,23.05561637878418,-11.8305025100708,21.17700958251953,-6.721189975738525,7.010944843292236,-12.74183177947998,5.066003322601318,-5.175477504730225,-1.4440239667892456,-7.0370683670043945,2.697451114654541,3.40980863571167,-2.698352575302124,blues
blues.00009.wav,0.27400922775268555,0.08135201781988144,1817.5163862399386,1973.7390701415939,3944.451148443547,0.0792153184258901,-213.18080139160156,115.15279388427734,-11.716266632080078,39.02947235107422,-20.35275650024414,13.082405090332031,-9.173481941223145,9.016148567199707,-14.097914695739746,4.278179168701172,-6.039594650268555,3.78477144241333,0.22566771507263184,-5.113637447357178,-0.41306421160697937,-1.1845364570617676,-1.9207146167755127,-2.2937278747558594,2.891265869140625,-4.233203887939453,blues
blues.00010.wav,0.30395451188087463,0.14293913543224335,1410.4690961427957,1512.6209828983224,2767.2749333337365,0.06298072271671827,-173.70750427246094,137.15640258789062,-23.766517639160156,26.989370346069336,-16.66842269897461,4.198450565338135,-12.566630363464355,5.834843158721924,-2.8817362785339355,-1.2086803913116455,-1.9657363891601562,1.8005350828170776,-2.988374710083008,-1.8693889379501343,-0.8001555800437927,-3.0237812995910645,-0.4451960027217865,-1.9982274770736694,-0.7435988783836365,-4.986112117767334,blues
blues.00011.wav,0.36713749170303345,0.06571295857429504,1353.2604615658556,1757.2309414323688,2882.224238251016,0.04395891785990712,-287.9149475097656,123.98007202148438,5.459750652313232,33.67809295654297,1.0919147729873657,14.70447063446045,-4.898553371429443,8.654901504516602,0.7840479612350464,6.570927619934082,-4.878658294677734,-3.18086576461792,-5.55642032623291,-6.789626598358154,-2.644639492034912,-2.9849257469177246,-3.3852014541625977,-1.8563895225524902,1.8361506462097168,-4.897419452667236,blues
blues.00012.wav,0.269320011138916,0.11907171458005905,1361.045467327888,1567.8045957296185,2739.6251005284926,0.06912392064144737,-207.2080841064453,132.79917907714844,-15.438984870910645,60.98672103881836,0.7258074283599854,12.437826156616211,1.1838363409042358,-1.5407804250717163,-17.888154983520508,8.358494758605957,-2.4520671367645264,-0.6132488250732422,0.3848777711391449,2.6051270961761475,-5.1889238357543945,-9.527454376220703,-9.244393348693848,-2.848273277282715,-1.4187068939208984,-5.932606220245361,blues
blues.00013.wav,0.26461586356163025,0.11322116106748581,1324.3043562121861,1827.737535376297,2710.033612797504,0.051417300575657895,-209.7892608642578,124.45844268798828,10.310378074645996,47.018009185791016,6.510235786437988,15.405449867248535,-1.9927107095718384,6.717405319213867,-21.554195404052734,10.721717834472656,-5.524966716766357,-2.205934524536133,-3.0381929874420166,8.645516395568848,-0.3042304515838623,-0.6377419233322144,-2.939884901046753,-1.7059218883514404,-1.7695896625518799,-7.762956619262695,blues
